product,narrative
retail_banking,may concern paypal account held need assistance fact placed order fianc medication oversees total never received order started call company requesting refund called requested refund received email refund processed company send separate payment good service anything refund quickly notified account held fund would available month acceptable nothing receive refund company shady trying relay information multitude representative since keep getting told need send information related company order refund sent everything via screenshots today told doesnt look good doesnt look good acceptable company holding fund legitimate sale asking anything release fund rightfully mine sincerely paypal id nv
credit_reporting,always paid account time every month thru website company provided always received notice received payment however two month notified day later never received payment quickly paid soon notified tried disputing company paid website problem mistake refused remove even though acknowledged may happened since intermittent problem website account closed time still affecting credit score please help affecting ability get best rate home loan mistake
credit_reporting,multiple problem credit report listed letter attached inquires mine wrong account inaccurate reporting
mortgages_and_loans,existing mortgage pennymac decided sell home wanted keep customer sent letter fixed fha loan interest total payment including escrow account amount loan subject receiving proceeds sale home process became difficult time would step clarify various issue side point process shifted collect necessary document signature complete loan became extremely frustrating sending everything requested would receive call document received lost sent majority document time never knew document containing personal private information ended also used process called necessary signature numerous problem accessing system signing document finally take picture requested document email never ending cycle seemed incompetence part nonchalant attitude lack concern completing loan process time well customer became highly emotional several time dealing pennymac particularly point stepped help process forwarding title opinion final document required closing date set sale home also scheduled close successfully executed proceeds sale holding closing approximately received call stating everything ready would close received another call stating sent settlement statement time since day waiting period signed closing date moved error caused many problem including mover already booked unable switch move able move storage item find another moving company could move heavy moving season fortunately buyer home able wait another day take possession home able negotiate rental agreement seller new home pretty much become nervous wreck point final straw came mover arrived started loading truck another call cam informed xxxxennymac going give loan complete shock said underwriting department said owner home wanted buy transferred property company name put value selling action made appear flip house fha rule requires day waiting period could sell day would end pennymac aware situation looked taken place bother fact seller lived home since affidavit stating would explained situation fha rule pennymac known apparently reason gave giving loan already sold home loan buy home wanted point complete meltdown fortunately able negotiate rental agreement would allow live new house immediately began looking new lender found willing give fixed conventional loan record time much higher interest rat creating monthly payment difference per month life mortgage requested letter pennymac giving reason denied loan letter dated sent indicating credit score reason loan denied credit report major credit reporting company also dated receive letter credit good enough home listed home scheduled close mine closed new house left high dry sold home paid multiple mover move belonging paying seller rental agreement calling right closing appointment say would loan wrong many way whole thing unbelievable wonder senior citizen would happened mortgage company make kind error completely unacceptable extent pennymac lacked integrity professionalism throughout entire process dealt severely ensure inflict kind trauma person might seek mortgage loan
credit_reporting,reporting late payment credit report falsely made arrangement account paid promotion month special deal corporation fail update system reflecting account late overdue payment default system made payment arranged paid well payment coming soon see late fee applied account month well reported late credit report
credit_reporting,following account disputed unknown unauthorized asking following account removed credit file account info
retail_banking,texas workforce unemployment fund deposited usbank reliacard account month blocked account never informed block going take place called every day time day tryingvto get resolved said need fax driver license tax return social security card faxed uploaded id noted time received said still inactive w reason denied access still said fraud account case didnt reissue another debit card replacement card give chance withdraw fund transfer another bank account refused help resolve issue one point told doesnt matter
credit_reporting,submiited experian dispute letter asking investigate inaccurate error report please remove payment status correct never made change paymnt status inaccurate never removed corrected date last pymnt inacurrate never corrected removed navient reporting wrong amount dat opened wrong date reporting wrong sued suppose removed credit report paymnt status inaccurate two different open date date last activity incorrect never corrected reporting paymt suppose closed account u dept ed open date reporting different bureau never corrected inquires creditor never repsponded back tried help removed stated bureau hve called bureau stated company inquires made alot run around unethical sent another letter disputing account asking account verifed sent stall letter attached previous letter new dispute letter identifying inaccurate incorrect info still didnt make change delete info advised sent letter asking please investigate info included still sent letter asking stall response advised account response sent another letter advising know didnt perform independent legal investigation letter known disputing accurate complete verified please send asap day enough time await response delete response action taken sent ca figure sent form response stating verified know done nothing send electronic inquiry creditor checked info record legal verification require perform actual investigation item immediately im sure know fact account inaccurate research ftc website stated reporting creditor collector must accurate demand provide documentation relevant information investigation please dont send standard verification letter received one inaccurate information account need proof cant provide proof firsthand knowledge proof ever investigation process via eoscar please delete information credit report stilll action taken response see patient must perform legal remedy towards help get account delete trying purchase home please help
credit_reporting,lost billfold recently reviewed credit report noticed someone using personal info tried dispute account several time credit agency response help
credit_reporting,sent letter certified day ago notified result consumer feel like big company trying take advantage regular hard working people responding request timely manner
credit_card,around received warning credit monitoring service someone opening credit card account name turned attempt made open least three fraudulent credit card name contacted jpmcb first customer service person said record activity called credit card company much helpful arranged seven year victim alert placed credit report immediately removed hard inquiry report however jpmcb failed even multiple contact today got latest copy credit report hard inquiry still report assume rest report beginning jpmcb failed take matter seriously incompetence adversely impacted credit score credit relationship jpmcb
credit_reporting,someone experian credit bureau keep changing address without consent deposited information time filed two police report xxxxxxxx gave two letter release stating debt mine experian keep putting fraudulent account back credit account called credit bureau said ca third party call hung upon u identity stolen time last year experian correct address xxxxxxxxxxxx xxxxxxxx name phone number
credit_reporting,account reported debt recovery solution disputed reported debt unable substantiated account deleted report deleted report deleted account four month go sudden receive three consecutive email stating dispute filed opened investigated updated open dispute account debt recovery solution account longer credit report would open dispute account even credit report hardly make sense issue opened dispute name representing seems pretty fraudulent addition sent letter reporting account onto profile concern regarding dispute opened disputed updated initiated also requested send information pertaining account allowed certify account verified right know reported anyone send invoice stating owe money someone somewhere provide proof responded sending dispute update simply stating account certified verified additional information substantiate reported debt sent debt recovery solution request validation well yet receive response absolutely baffle consumer protector little regard actually protecting consumer blatantly repeatedly violate regulation set forth fcra besides violation possible fraudulent misrepresentation mentioned reporting account information incorrectly anyways point held accountable violation destruction continue credit erroneous reporting inaccurate reporting preventing single mother single income household obtaining credit directly caused unable purchase home child held accountable negligent fraudulent activity contacted lawyer several offer representation specifically due repeated multiple violation reporting negligence correcting error continuing cause damage informed multiple time error reporting
credit_reporting,contacted transunion two time past three month reporting two inaccurate hard inquiry although ftc report reference submitted hard inquiry made every letter sent transunion asked proof verifies authorized inquiry back also asked specifically method verification description investigation conducted along business name address telephone number furnisher transunion provided verification although requested every communication sent proof attached responded last correspondence feel right fair credit reporting section violated providing method verification credit worthiness highly affected transunion
credit_reporting,sunday applied synchrony application definitely submitted absolutely hard inquiry credit received correspondence email physical mail either synchrony today wednesday received letter mail say request financing denied reason specified high risk source application idea mean called synchrony told call told check credit report call synchrony one would provide explanation looking credit report explain anything one give answer keep telling call company never given reference account application number never received correspondence except letter denial concerned may something wrong one tell high risk source application mean
credit_reporting,account credit report reporting incorrect credit report showing three different date last activity three date correct mean credit report accurate
credit_reporting,discussed account several time still received answer affected credit report
debt_collection,called transunion get inquires dropped credit report mailed documentation day ago said received asked next option want send information
credit_reporting,sent letter regarding inaccurate unknown thing credit report day day later revived response yet feel taking advantage ignored dispute section clearly stated failure investigate item within day give reason immediately remove item credit report day deleted promptly demand account deleted immediately file litigation due stress caused information also impacted data breach may got hand wrong person
credit_reporting,began reporting discrepancy disputing incorrect item credit report three agency experian date resolution achieved three agency sent many many believe victim age discrimination
credit_card,four late payment credit report capital one credit card tried request removed since living country informed remove
credit_reporting,account inquires
credit_reporting,disputing identity theft discovered credit report account removed still quite still fraudulently reporting affecting score credibility
credit_reporting,stated previous complaint credit bureau continue merge daughter disputed personal information sometimes get removed deleted get added right back name continue misspelled different last name middle initial date birth different social security number different call request copy credit profile credit report mailed u refused asked question person report also merged third fourth person may may know personally becuase spelling similar something common person information also added report included daughter complaint mail copy recent credit report mail copy mine caled requested report phone received requested report online received company requires phone number online request phone number list allowed copy report via online phone mail u new copy report effective immediatly also requested security freeze need pin number mailed u know hard please mail u full completed printed copy credit report today also need copy credit score agency
retail_banking,zelle suspended account without cause banking wont let reenroll email another bank think motivated ethnicity last name
debt_collection,ive noted identify theft previous year particular account question previously flagged reported removed since back credit im assuming another company bought debt reported yet beauty providing documentation driver license home lease etc deleted debt still state debt spoke creditor ended back credit report requested travel pandemic state ga reside fraudulent account created file police report hard working risk running state state possibly catching covid police report please help
credit_reporting,eviction showing credit report stopping able rent place family belong
credit_reporting,pulled credit first time year derogatory item account fraudulent need deleted please remove unknown account name
credit_reporting,victim identity theft previously stated somebody account credit report
credit_card,purchased netspend card loaded dollar card son use put card name difficulty could use instructed call activation department told submit another form proving conversation social security card acceptable form find money could accessed accept social security card requested money back reply received day would contacted someone netspend want full refund holding fund illegal horrible business practice filling complaint along many others corresponded phone email
credit_reporting,credit bureau equifax inaccurately reporting late payment credit report never late account
credit_card,called first progress confirm didnt payment noticed amount due changed right due date representative didnt give name stated didnt payment due next day checked account noticed charged interest fee calling past two day one answer
debt_collection,informed needed settle credit card payment able successfully settle sra associate im requesting credit report returned previous status delinquency notice removed
credit_card,complain dating service moved single wanted start dating saw dating service magazine called inquire told provide person date quality looking date agree pay starting match next month covid happens thing shut told dating service terrible time like cancel service completely told wont get money back reach bank see done help get money back since covid response time long reach dating service fear wont able get money back set alternative video date someone doesnt live one date someone life always person video completely dissatisfied service chase bank reach still denied reimburse credit card completely taken advantage dating service look like cant even get help need month expires month said left pay worst service life like please take look chase bank tried still charge card
credit_reporting,account last payment date also closed date doesnt match across board three credit bureau amount shown owe also incorrect account part class action lawsuit attorney general office sc part lawsuit agreed remove account consumer credit report account removed also reporting inaccurately previously reach account updated accurate incorrect according three credit bureau owe according owe
retail_banking,deposited check seemed like valid check linked said bank huntington want bank account said want relationship person would like account reopened dollar excessive fee huntington charged refunded
credit_reporting,thursday called transunion account reporting credit report feel inaccurate sure account came recommended write letter credit bureau asking investigate account called transunion stated never received anything sent letter transunion letter sent certified mail tracking number delivered letter transunion also sent certified mail tracking number delivered week later received response stating account question deleted removed credit report never received response back transunion continued send letter still response either company highly upset called claimed receive anything first sent letter included copy driver license social security card concerned may fell wrong hand one company feel right violated fair credit reporting act please comply request remove information belong see account disputed attached documentation
mortgages_and_loans,loan sheffield financial purchase riding lawn mower receive electronic statement email month paid payment every month time discovered making payment online something happened payment made online reflecting paid immediately paid double payment intention late sheffield internet record show logged account payment page today pulled credit report discovered sheffield showing past due month current result today called sheffield financial explained situation refused adjust past due reflection credit report receive late notice inform payment go online system effectively also get charged late fee company like sheffield send notice consumer late payment something inadvertently happens online would opportunity correct situation year since late payment credit history worked hard let happen inadvertent late payment going affect good history year
credit_reporting,block except otherwise provided section consumer reporting agency shall block reporting information file consumer consumer identifies information resulted alleged identity theft later business day date receipt agency appropriate proof identity consumer copy identity theft report identification information consumer statement consumer information information relating transaction consumer b notification consumer reporting agency shall promptly notify furnisher information identified consumer subsection section information may result identity theft identity theft report filed block requested section effective date block c authority decline rescind general consumer reporting agency may decline block may rescind block information relating consumer section consumer reporting agency reasonably determines information blocked error block requested consumer error b information blocked block requested consumer basis material misrepresentation fact consumer relevant request block c consumer obtained possession good service money result blocked transaction transaction notification consumer block information declined rescinded subsection affected consumer shall notified promptly manner consumer notified reinsertion information section b title significance block purpose subsection consumer reporting agency rescinds block presence information file consumer prior blocking information evidence whether consumer knew known consumer obtained possession good service money result block exception resellers reseller file section shall apply consumer reporting agency consumer reporting agency reseller b time request consumer subsection section otherwise furnishing reselling consumer report concerning information identified consumer c informs consumer mean consumer may report identity theft bureau obtain consumer information regarding identity theft reseller file sole obligation consumer reporting agency section regard request consumer section shall block consumer report maintained consumer reporting agency subsequent use consumer accordance provision subsection section identifies consumer reporting agency information file consumer resulted identity theft b consumer reporting agency reseller identified information notice carrying obligation paragraph reseller shall promptly provide notice consumer decision block file notice shall contain name address telephone number consumer reporting agency consumer information obtained resale e exception verification company provision section apply check service company acting issue authorization purpose approving processing negotiable instrument electronic fund transfer similar method payment except beginning business day receipt information described paragraph subsection section check service company shall report national consumer reporting agency described section p title information identified subject identity theft report resulting identity theft f access blocked information law enforcement agency provision section shall construed requiring consumer reporting agency prevent federal state local law enforcement agency accessing blocked information consumer file agency could otherwise obtain access subchapter according fair credit reporting act section required federal law verify physical verification original signed consumer contract account post credit report otherwise anyone paying reporting service could fax mail email fraudulent account demand see verifiable proof original consumer contract signature file account listed failure positively verify account hurt ability obtain credit fcra unverified account must removed unable provide copy verifiable proof must remove account listed demand following account verified removed immediately
credit_card,problem capitol one received statement charge authorize reported capitol one responded canceling credit card waited week received response paid capitol one balance day received response capitol one except send bill charge fraud could used card capitol one closed account please help old living
debt_collection,idea number call identify collection company affiliated alleged debt owed
credit_reporting,credit report show hard inquiry cbna company information contact nothing reach citi bank information reporting hard inquiry way possible reach company well help keep saying inquiry correct according law must furnish information holding failed ever cbna company
credit_reporting,rushmore lm mortgage company showing late report sent payment time however due pandemic mail system working properly proof check sent company account number
credit_reporting,need investigation asap kind bad information fraudulent address credit report process found type inaccurate information file current address oh verified usps address update name please delete varitions name using name business line credit without permission proper dob s please delete s s mine following address correct please delete oh oh oh nj oh sq oh oh oh mi oh oh nj following number mine current employer please delete following employer affiliated
debt_collection,date assigned violation hippa
debt_collection,logging noticed drop credit score immediately looked something may impacting credit find collection account list debt associated afni also show original debtor xxxxxxxx unsure mean provided account service since sometime owe past due balance etc lawful debt practice idea debt even really guess based minimal information could see via
debt_collection,fraudulent account credit report become egregious mine know used name came debit mine debt cant say emphatically never account life could please remove immediately also exercising right fair credit reporting act section request information regarding item listed consumer credit report per section entitled see source information original contract contains signature document debt please remove asap
debt_collection,previous complaint filed cfpb back fee fully refunded balance paid full company continues contact cell phone previously advised contact cell phone charged fee top fee amounted additional late fee finance charge also called failed disclose calling collect debt violation fair debt collection practice act mini miranda called regulatory violation representative laughed called liar said know talking also disclose recording call violation tcpa requirement advise caller recorded attempted record call unfortunately work number call either blocked masked number believe also violation tcpa
credit_reporting,chase reporting day derogatory mark beginning appear three credit bureau dispute day lates demand full removal late mark based enacted section coronavirus aid relief economic security act care act bar make illegal derogatory mark subject term recently response outbreak care act signed law president united state friday care act modifies fair credit reporting act et seq fcra precluding furnishers credit information specifically includes major bank reporting deferred payment forbearance missed payment covered period specifically section f titled reporting information pandemic act state furnisher make accommodation respect payment credit obligation account consumer consumer make payment required make payment pursuant accommodation furnisher shall important note accommodation defined broadly act encompasses consumer affected coronavirus pandemic covered period credit obligation account delinquent accommodation consumer brings credit obligation account current period described aa report credit obligation account current term covered period mean period beginning day date national emergency concerning novel coronavirus disease outbreak declared president national emergency act et seq terminates clear alleged missed payment come within scope care act specifically section industry work eviscerated experienced significant financial hardship missed payment within covered period missed payment delinquent reported credit reporting agency paid account brought current due unauthorized reporting credit report caused continue cause substantial damage constitutes clear violation care act designed assist consumer unprecedented economic time punish addition violation care act also constitutes violation cal bus code et seq chase action clearly unlawful care act unfair downturn economy may aware cal bus code permit penalty per violation view day derogatory mark appears client account multiplied three three credit reporting agency plus recovery cost fee
credit_reporting,contacted credit bureau numerous occasion incorrect outdated personal information removed however refusing remove information stating item come back validated even though information incorrect
credit_reporting,currently numerous inquiry account listed credit report knowledge inquiry account authorized initiated result fraud malpractice
retail_banking,dear cfpb entered investment scam using account transfer usd took fund failed repay money upon request noted company client committing financial crime right nose involve among thing stealing laundering large sum money regular basis although client deny fact respected financial institution united state protect risk transaction legitimate payment service provider hereinafter psps east west bank law required check acquired merchant proper kyc aml procedure apparent merchant company never examined organization need particularly intensive check identify illegal broker scheme fraudulent operator alarm bell psps must ring latest investor warning regulatory watchdog reach market moreover measure taken avoid punishment regulator court regulated licensed financial institution united state strict statutory regulatory obligation monitor transaction report suspicious activity law enforcement authority
mortgages_and_loans,select portfolio servicing send monthly mortgage statement timely manner statement often arrive
debt_collection,company never showed credit report completely unaware existed account isnt mine agent kept trying pay called fix issue kept telling account there nothing pay company came nowhere credit report collection
debt_collection,car towed back completely died many complication vehicle called finance company tell could repo being could put thousand car plus rest owed plud another car payment back revently within last week finance company continues call day long emailed agrivated stop im hoping stop westlake financial service
retail_banking,good morning banked chime month time number issue including platform outage however complaint specific check tried deposit last week rejected check aligned published term remote deposit party check le daily limit le monthly limit account good standing etc yet still rejected chime benefit provider reimbursement child care wageworks attempted deposit account clear image received email chime went junk indicated able clear check clearly made name changed neither address match chime account signed back expired account good standing remotely deposited check summary reason possibly imagine denial subsequently reached confirmed issue check day messaged chime app help clarification customer service closed customer service inquiry indicated would get back within hour day ago radio silence ever since thankfully able make end meet without availability fund opened new bank account waiting hold time access fund moved chime break published mobile check deposit term completely unresponsive inquiry afterward others reading beware institution would recommend
mortgages_and_loans,one day payment due called westlake financial service see option available consumer due crisis told nothing available help however representative said could give bank account information could arrange paid automatically option called back arranged informed since make payment due date would charged late fee lady said may able call back removed later due covid although keep hearing creditor help time debtor willing offer help found westlake totally unhelpful rep spoken sound like even know crisis recently unemployed due crisis since million people filing claim unemployment backed reason certain able make payment right away need westlake financial work thank
mortgages_and_loans,contacted shellpoint mortgage servicing pmi removed mortgage reached original value time told eligible beginning started charging additional pmi aware received escrow statement put pmi monthly statement escrow statement showed shortage total pmi charged going forward total per month amount amount going principle interest outrageous send shellpoint home valuation done hope pmi removed home valuation done regardless outcome pmi overpaid corrected refunded pmi removed even required pay home valuation charging pmi amount principle right
credit_reporting,report equifax removed account reinserted balance attached pay delete letter
credit_reporting,authorized user cousin card using paying trying build credit issue nothing showing report either card one barclays reason reporting help would greatly appreciate
debt_collection,thank taking time review complaint reviewing major credit report cby furnished unfamiliar debt credit profile understanding creditor obligated report paid unpaid debt however never established residency requesting full method verification fcra include following signature lease agreement unpaid amount generated copy identification along social security number
credit_reporting,open date balace let person open account name sent credit card year old po box shoudive gave red flag u send credit card po box u send card fiscal address wrong system outdated open sky understand upset reported credit agences cfpb
credit_reporting,currently numerous item listed report knowledge result malpractice error
credit_card,well fargo negatively impacting credit card credit limit forbearance mortgage need cfpb help protect consumer like today unable charge payment grocery store well fargo credit card called well fargo surprised credit line decreased making time minimum monthly payment credit card also checked credit score day ago credit score improved since received credit card well fargo explained customer service well credit line risk department wanted understand credit line decreased told well fargo us internal risk management process rely credit score risk management process arbitrary asked speak risk management manager got call back later told risk management take account submitted forbearance mortgage well fargo even decrease credit wrong well fargo restore credit line forbearance mortgage understanding go spirit letter congress intended forbearance well using credit score shield consumer negative impact credit standing well fargo need reverse policy
credit_card,visa gift card received birthday never used moved thought lost recently found discovered balance card charged inactivity fee nothing left contacted customer service number back help tell called report card lost could didnt card number give ask speak manager say one available redirect u bank bank issue card give number call asked number said u bank kind customer service also said could submit fee reversal request asked would hear back said keep calling back could give time frame month ago still say nothing changed place complain read lot review company similar mine honestly think gift card scam tricking people buying gift card never get use company tied u bank apparently reached u bank said help company investigated fraud
credit_reporting,disputed account listed relate authorized transaction done knowledge derogatory account file would like account removed please conduct matter account credit file caused serious damage name credit history
mortgages_and_loans,refinanced home first payment due date sold loan sent letter specialized loan servicing servicing loan clear new lender received letter contacted specialized loan servicing made first payment payment set account payment account got set payment first payment applied meaning took money checking account specialized loan servicing holding payment separate account collect second payment contacted specialized loan servicing time last time ask said practice letter attached also indicates accept partial payment however never disclosed refinanced home practice preventing accelerated pay previous lender questionable practice first question practice lawful could result class action lawsuit second question never disclosed payment held separate account payment get collected defeat purpose payment clear payment requirement said supported form payment joke lender basically preventing make accelerated payment collecting interest every day wow
debt_collection,ask validation documentation united revenue service bill validation id like see original documentation signature allowed hippa act protect privacy medical record third party asked following account provide breakdown fee including collection cost medical charge provide copy signature provider service release medical information asked medical consent
credit_reporting,submitted cfpb experian gave baseless excuse submitt slow work load excactly submitting cfpb time want concern address letter attached researched fcra included verbage dispute letter need abide
debt_collection,transworld system received collection account medical bill year ago original creditor billed health insurance thought paid tried refinance mortgage house pulled credit report informed transworld collection item denied refinance called transworld asked notify debt sending credit told sent letter asked proof date sent letter admitted mistake never sent letter notify explained since reported credit without attempt contact needed clear credit bureau get taken credit refused even paid balance dispute bureau updated say paid full still removing credit next week received letter mail transworld notifying account letter sent soon got account dated seems sent called attempt cover track already reported credit
mortgages_and_loans,filed complaint guy pennymac trying scam people forbearance opposed payment deferment crisis left complaint guy next day reason call talk think kind weird call ask complaint made done privately know share information feel intimidated calling
retail_banking,complex story learned via conversation six different employee union bank bank unable terminate given company ability withdraw fund checking eft required law cfpb page http explains right stop company taking automatic payment account even previously allowed would expect supporting linked suggested letter company bank provided cfpb page also make plain right request auto debit previously authorized company cease also one form union bank website http automatic payment choice form given called automatic payment authorization state authorization remain effect meaning bank receive written notice termination story yet one six people spoken bank actually one thought could could suggest go branch told even possible let alone provided form revoke authorization said yes come branch quite contrary said ca explained numerous time power account holder required federal law yet bank simply incapable honoring obvious gigantic security loophole closure defends fraudulent incompetent debiting union bank web page accessible account holder get form provide pdf copy auto pmt auth form site allows point process filing complaint issue arose honest company incompetent bookkeeper debited checking account debit dollar owing two error forced put stop payment debit option account sheer luck debit triggered low balance warning text message phone would rely good faith good sense company refund money placed stop payment successfully placed stop payment could expect might debit account errant amount different errant amount bank said instead place stop payment given debit notice time fee close account opening new one transfer auto debit deposit informing entity change place account deposit credit mode check honored eft debit honored contact company making debit tell would obviously work case fraud dispute owed amount could result incompetent bookkeeping recent experience none remedy acceptable proper solution need terminate given entity right withdraw fund account see every bank america provides u capability please see union bank every bank provides customer unfettered right terminate eft withdrawal account given previously authorized entity regardless changing dollar amount changing date changing frequency uncertainty working via reasonably straightforward procedure indeed procedure outlined cfpb website mentioned b right limit eft withdrawal certain range dollar amount certain range date month certain number time month similar schedule item may currently exist right obviously basic protection fraud financial error made third party money duh also please make sure loophole entity use take fund account aside state federal agency carrying duty according law chosen terminate right take money account previously authorized thank go cfpb
credit_reporting,year wondering credit never consistent never year would thought someone else using name social security number open fraudulent account pulled credit many account open name real upsetting situation happen outrageous amount account report soon possible belong
credit_reporting,disputed inquiry hindering credit affecting chance acquiring new credit please inquiry remove credit please inquiry completely credit report tarnishing credit file name
credit_card,last month credit limit month suddenly decreased never notified adverse action affecting service since put recurring charge card
credit_reporting,came agreement pay due debt settlement submitted amount massachusetts obtained bank check credit union woman working trouble entering payment call manager help waiting long time manager stated set received letter stating amount paid therefore going report bad debt credit reporting agency immediately called bank issued check bank manager stated tried charged twice amount bank cancelled one check check cashed bank amount called stated pay balance sent documentation finally sent letter stating account settled received court order appear court document stated last payment made agreed settlement amount date owed called collection agency right away called law office spoke send documentation reviewed told set need go court also stated client made error everything set almost year still showing credit report agency closed balance bad debt tried call representative stated balance know credit agency balance shown also disputed stated account closed balance still show recently credit score went point due card tried refinance mortgage pay lower monthly payment pay sooner spoke stated give loan due credit score stated showing balance say charged bad debt explained story stated say balance taking credit report get loan also spoke bank still believe still dealing spent hour telephone sent letter faxed paper really know next praying help
credit_card,bbva continues harass credit card threatening letter delinquency late payment last month pay card continue lower credit limit claiming delinquency negatively impacting credit continue lower limit balance poorly reflect use credit paying time credit score guideline purposely trying bully certain client feel targeting since brought issue past monthly payment made time via online portal
credit_reporting,decided get credit pulled due bill received mail never heard place immediately suspected identity theft reviewed report caught surprise couple derogatory item never opened life thing listed application mine please remove unknown item report contacted ftc local police behalf please remove report company inquiry xxxxxxxx xxxxxxxx
debt_collection,notified collection agency placed collection credit report collection account opened due outstanding medical debt received stitch however incur medical expense veteran rating covered mission act contacted collection agency consumer adjustment co around mistaken medical debt veteran covered medical debt origin debt notified improperly billed called collection agency told could discus issue could resolve based veteran could legally charged medical expense pursuant mission act medical expense covered due veteran rating called early opened dispute dispute complete one debt deleted credit report identical account different account number remained called get removed way account hung muted second time resolve dispute remove collection account credit report still negatively affecting fico score attached letter sent regarding dispute also sent proof provide upon request provide personal detail report detail upon request
credit_reporting,notified via email upwards charge account purchase made online picked person town never ordered picked product pick order always check id person picking obviously reported charge fraud sent fraud department investigation multiple call jumping hoop finally agreed fraud told phone charge deemed fraud charge fee related purchase would removed received letter saying writing inform completed investigation credit card account result removed disputed charge related fee interest charge account relieved finally get letter getting go around every time called issue headache little know even though letter said fixed experian xxxxxxxx would updated recently pulled credit trying get home charge still remain negatively impacted high credit score never late payment anything negative reported credit card happened continued contact always given excuse swear call center even understand trying explain time called today closed due covid reported dispute time experian proof letter however look contact credit card told nope account closed fee interest rate still applies never purchasing headache going year reasonable effecting loan home okay need help fixing good please please help thank
mortgages_and_loans,took student loan amount well fargo interest rate still according well fargo still owe according statement paid principal interest take principal amount total amount owed balance loan
debt_collection,roughly two week ago new collection placed credit southwest credit system never notified purchasing debt recollection account original creditor listed never given opportunity dispute debt
credit_reporting,decided get credit pulled due bill received mail never heard place immediately suspected identity theft reviewed report caught surprise couple derogatory item never opened life thing listed application mine please remove unknown item report u dept ed u dept ed
